OID_,BBNA_code,date_added,data_source,Institution,dataset_notes_1,data_restrictions_1,data_restrictions_2,subgenus,genus,species,sex,caste,det_as,det_by,date,month,day,year,dayno,observers,code_1,code_2,code_3,code_4,code_5,continent_verbatim,continent,country_verbatim,country,county_verbatim,state_prov,county,location,site,latitude,longitude,coordinates,coordinates_X,coordinates_Y,elev_m_ETOPO1,geo_notes_1,geo_notes_2,doi,link,notes_1,notes_2,notes_3,notes_4,notes_5,plant_host_genus,plant_host_notes,plant_host_species,plant_host_verbatim
1903,BBNA_2266342,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/2/2000 0:00:00,6,2,2000,154,B.A.Smith,646b032e-be88-41ca-89f4-fd76403a2680,40092165,MEM 306,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092165,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1904,BBNA_2266343,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/2/2000 0:00:00,6,2,2000,154,B.A.Smith,f694d6d4-819d-4bcf-8da6-41e965343450,40092166,MEM 307,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092166,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1905,BBNA_2266344,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,14f1685b-9b60-42e3-844b-b109838271f8,40092167,MEM 308,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092167,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1906,BBNA_2266345,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,ed5fa1d5-5f26-4b0a-9e7e-d75a37a7e26e,40092168,MEM 309,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092168,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1907,BBNA_2266346,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,86e65240-ba21-491a-b280-3c1027072e72,40092169,MEM 310,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092169,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1908,BBNA_2266347,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,6775f474-1755-45fc-8ce0-851621313fa7,40092170,MEM 311,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092170,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1909,BBNA_2266348,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,67df3aa2-af86-4330-8bd0-b8cbd6ca4444,40092171,MEM 312,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092171,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1910,BBNA_2266349,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,555b9ff8-2b53-474e-a998-c8f185c3a45f,40092172,MEM 313,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092172,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1911,BBNA_2266350,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,87f5def2-c122-4fd0-9b9d-c8ea42aaf9b7,40092173,MEM 314,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092173,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1912,BBNA_2266351,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,5f5839c1-e973-48ea-8520-3795b0966dd1,40092174,MEM 315,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092174,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1913,BBNA_2266352,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,7c0e3eef-c258-4549-8b1a-edf36c8cb415,40092175,MEM 316,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092175,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1914,BBNA_2266353,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/6/2000 0:00:00,6,6,2000,158,B.A.Smith,62a14ae4-afa5-41b2-8684-735687c842c3,40092176,MEM 317,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Osborn,33.521509000000002,-88.722272000000004,"33.522, -88.722",-88.721999999999994,33.521999999999998,77,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092176,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1915,BBNA_2266354,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/8/2000 0:00:00,6,8,2000,160,B.A.Smith,b5117b8f-331a-408a-aa1f-a02733a67d7c,40092177,MEM 318,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Sessums,33.416232999999998,-88.714217000000005,"33.416, -88.714",-88.713999999999999,33.415999999999997,82,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092177,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1916,BBNA_2266355,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/8/2000 0:00:00,6,8,2000,160,B.A.Smith,bb23c07a-5f28-4adc-833f-cd3092b64d2b,40092178,MEM 319,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Sessums,33.416232999999998,-88.714217000000005,"33.416, -88.714",-88.713999999999999,33.415999999999997,82,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092178,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1917,BBNA_2266356,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/8/2000 0:00:00,6,8,2000,160,B.A.Smith,b2e70755-4b02-44dd-9afe-5a26fd4f9a89,40092179,MEM 320,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Sessums,33.416232999999998,-88.714217000000005,"33.416, -88.714",-88.713999999999999,33.415999999999997,82,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092179,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1918,BBNA_2266357,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/8/2000 0:00:00,6,8,2000,160,B.A.Smith,b2128df3-c553-431f-99a2-fd88b5a0ad29,40092180,MEM 321,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Sessums,33.416232999999998,-88.714217000000005,"33.416, -88.714",-88.713999999999999,33.415999999999997,82,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092180,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
1919,BBNA_2266358,11/1/2021 3:54:01 PM,SCAN 10-28-2021,Mississippi Entomological Museum (MSU/MISSA),"LLR 2021: I had uploaded 3 different versions of this set: from Sherry Surrette in 2011ish, from GBIF 03/21/2020, and this one. I'm keeping just this one, but NOTE there are many plant associations in the Sherry Surrette version.",,,Cullumanobombus,Bombus,fraternus,,,,B.A. Smith; T. Schieffer,6/8/2000 0:00:00,6,8,2000,160,B.A.Smith,85c54426-ab48-43b3-9057-f120c29954fd,40092181,MEM 322,,,North America,North America,USA,USA,Oktibbeha,Mississippi,Oktibbeha,,Sessums,33.416232999999998,-88.714217000000005,"33.416, -88.714",-88.713999999999999,33.415999999999997,82,LLR 2021: verified coordinates,,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40092181,,"LLR 2021: this record apparently part of the Black Belt Prairie study: Smith, B. A., R. L. Brown, W. Laberge, and T. Griswold. 2012. A faunistic survey of bees (Hymenoptera: Apoidea) in the Black Belt Prairie of Mississippi. Journal of the Kansas Entomological Society 85:32Ð47.",,,,,,,
